iteration,x_90015100_BAC---1041,x_90015100_BAC-O-4312,x_90015100_BAC-O-4325,x_90015100_BAC-O-6423,x_90015100_BAC-O-6433,x_90015100_CON-S-0130,x_90015100_SLI---0770,x_90015100_SLI---1200,x_90016100_BAC---1041,x_90016100_BAC-O-4312,x_90016100_BAC-O-4325,x_90016100_BAC-O-6423,x_90016100_BAC-O-6433,x_90016100_CON-S-0130,x_90016100_SLI---0770,x_90016100_SLI---1200,x_90016200_BAC---1041,x_90016200_BAC-O-4312,x_90016200_BAC-O-4325,x_90016200_BAC-O-6423,x_90016200_BAC-O-6433,x_90016200_CON-S-0130,x_90016200_SLI---0770,x_90016200_SLI---1200,x_90016500_BAC---1041,x_90016500_BAC-O-4312,x_90016500_BAC-O-4325,x_90016500_BAC-O-6423,x_90016500_BAC-O-6433,x_90016500_CON-S-0130,x_90016500_SLI---0770,x_90016500_SLI---1200,x_90016700_BAC---1041,x_90016700_BAC-O-4312,x_90016700_BAC-O-4325,x_90016700_BAC-O-6423,x_90016700_BAC-O-6433,x_90016700_CON-S-0130,x_90016700_SLI---0770,x_90016700_SLI---1200,x_90016900_BAC---1041,x_90016900_BAC-O-4312,x_90016900_BAC-O-4325,x_90016900_BAC-O-6423,x_90016900_BAC-O-6433,x_90016900_CON-S-0130,x_90016900_SLI---0770,x_90016900_SLI---1200,x_90017100_BAC---1041,x_90017100_BAC-O-4312,x_90017100_BAC-O-4325,x_90017100_BAC-O-6423,x_90017100_BAC-O-6433,x_90017100_CON-S-0130,x_90017100_SLI---0770,x_90017100_SLI---1200,x_90018300_BAC---1041,x_90018300_BAC-O-4312,x_90018300_BAC-O-4325,x_90018300_BAC-O-6423,x_90018300_BAC-O-6433,x_90018300_CON-S-0130,x_90018300_SLI---0770,x_90018300_SLI---1200,x_90019100_BAC---1041,x_90019100_BAC-O-4312,x_90019100_BAC-O-4325,x_90019100_BAC-O-6423,x_90019100_BAC-O-6433,x_90019100_CON-S-0130,x_90019100_SLI---0770,x_90019100_SLI---1200,x_91017200_BAC---1041,x_91017200_BAC-O-4312,x_91017200_BAC-O-4325,x_91017200_BAC-O-6423,x_91017200_BAC-O-6433,x_91017200_CON-S-0130,x_91017200_SLI---0770,x_91017200_SLI---1200,x_91017300_BAC---1041,x_91017300_BAC-O-4312,x_91017300_BAC-O-4325,x_91017300_BAC-O-6423,x_91017300_BAC-O-6433,x_91017300_CON-S-0130,x_91017300_SLI---0770,x_91017300_SLI---1200,x_91017500_BAC---1041,x_91017500_BAC-O-4312,x_91017500_BAC-O-4325,x_91017500_BAC-O-6423,x_91017500_BAC-O-6433,x_91017500_CON-S-0130,x_91017500_SLI---0770,x_91017500_SLI---1200,x_91017600_BAC---1041,x_91017600_BAC-O-4312,x_91017600_BAC-O-4325,x_91017600_BAC-O-6423,x_91017600_BAC-O-6433,x_91017600_CON-S-0130,x_91017600_SLI---0770,x_91017600_SLI---1200,x_91017700_BAC---1041,x_91017700_BAC-O-4312,x_91017700_BAC-O-4325,x_91017700_BAC-O-6423,x_91017700_BAC-O-6433,x_91017700_CON-S-0130,x_91017700_SLI---0770,x_91017700_SLI---1200,x_9624708_BAC---1041,x_9624708_BAC-O-4312,x_9624708_BAC-O-4325,x_9624708_BAC-O-6423,x_9624708_BAC-O-6433,x_9624708_CON-S-0130,x_9624708_SLI---0770,x_9624708_SLI---1200
199,0.0,154.51937770367803,0.0,0.0,143.30240132783928,0.0,0.0,0.013693174533802165,0.0,0.0,0.0,12.270086863945291,308.72475119151613,120.74490619426999,0.0,147.2663467166059,146.99549650608347,80.1495599000823,35.38187284302602,0.0,221.4642568364897,175.66476349786075,298.122546303808,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,14.457915269730615,0.0,0.0,0.0,558.6647565792616,124.68248087476837,46.41407046289374,66.59856261811515,115.41290800723473,3.582634377735958,142.01599059486622,399.56187069356946,67.64727405326695,0.0,0.0,0.0,20.836646969362423,4.821685217567534,302.59741799532895,209.73707834844535,0.0,54.35587422921675,251.80188782955992,0.0,27.083642866860842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.139009841326003,0.0,7.112127858368342,64.38245962334054,1.3385496867182112,0.0,0.0,55.76384073650169,19.282560471041624,0.0,0.0,195.20275894450657,150.88218931192378,0.0,199.36584909925352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.24399115327391,32.061552775517995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32379281995289,36.38632050442507,222.73674419482626,194.3584768149265,0.0,230.27108750806104,0.0,1.743440201269832,0.5998522535564652,0.0,5.1040925381464755,0.0,0.0,0.0,0.0
200,0.0,45.44212163510137,0.0,0.0,359.74473464085156,0.00021755964547979243,0.0,0.0,0.0,0.0,0.0,359.84564034391076,0.0,0.0,0.0,92.02038132918138,75.856622760671,85.92154029225206,0.0,0.0,388.6854221460969,0.0,415.2450316986758,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,146.371629814349,0.0,0.0,2.2091446594483513,340.97322749887127,58.5568068973165,49.209458041979744,98.54108291421488,31.602750017038534,56.699381861029366,183.72282117963746,251.22683784710034,111.36721111761425,102.88569116777099,0.0,43.01581653736901,13.836187352065556,40.965822148890794,263.6542972382269,17.147917212636056,165.99266640577423,338.4502103090001,127.99046978083426,0.0,27.083642866860842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4968830171008416,0.0,4.254128565029009,69.79057436925022,0.8292138036266752,0.0,0.0,76.05324960071647,37.65588154805591,0.0,205.46900629475647,0.0,69.03765035233423,234.6022678382651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.423670433369537,39.46222709992009,0.0,55.48125743055477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.711162545145882,109.38006035575586,0.0,317.075905189809,0.0,0.0,180.475815022359,2.8876255332816494,0.0,0.0,4.387603874941042,0.0,0.0,0.4149609240526562,0.0
201,0.0,171.56663800565403,0.0,0.0,71.6757391320419,0.00033520455051119286,47.65554929879447,0.0,0.0,0.0,0.0,82.66213248229485,340.11328238702725,201.519063349556,39.7065854861585,0.0,7.532176892677413,21.320627773910935,70.48443495077778,337.75096169016484,241.85574213307987,0.0,212.56613519013376,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,47.22253574058248,0.0,0.0,0.0,390.9472410648552,188.49229459218802,128.84592439405958,73.51717143909656,171.444462265874,44.28026612581496,155.02224007643838,0.0,352.6317215791099,95.65731483264652,0.0,0.0,51.47892219724694,0.0,208.55455712396807,276.746983885349,0.0,0.0,0.0,163.7480981814445,27.083642866860842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.48863828015746,0.0,0.0,45.20159968212533,0.0,68.27673836360911,0.0,141.96922247343784,225.35562922326804,176.75651399365233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.95528792482938,0.0,54.749651015085384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7835677227663,0.0,128.54163092198178,121.75438296869297,293.1444728840713,0.0,13.372524423696886,0.0,0.0,1.8979203018120483,0.0,4.836229729311489,0.0,0.0,0.6917198007434829,0.0
202,0.0,0.0,0.0,0.0,177.99265990882566,0.0004158679472334216,342.61275960346467,0.0,0.0,0.0,209.9547912519284,159.79427575659957,0.0,183.9481524617324,0.0,0.0,126.30014060476495,49.068463364697,207.27923048233333,181.5411830159347,160.42782312739723,51.09621051980871,0.0,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,72.77330928629931,5.738936172607286,0.0,0.0,473.72626747231595,0.0,69.89594726796477,95.98534672195768,74.29831379037948,51.65523838684773,0.0,177.94288074739495,334.8093224743383,167.00094548457943,102.7295083216661,0.0,0.0,110.80452151860982,11.840153928962327,163.99046629067828,241.04799790104434,102.71424533149587,0.0,141.25698239723837,27.083642866860842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8014304072643655,0.0,0.0,0.16642649428858675,103.00909400052245,0.0,0.0,63.195834129075244,0.0,194.5691759675506,0.0,122.71229760930389,0.0,167.54543973667404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.951325957439078,0.0,16.30286495307206,0.0,77.49347635100195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3288712676202,0.0,118.59226105654696,7.161745182517235,346.11944892762926,0.0,129.81436257378093,9.522279662938665,0.0,3.9727684275679973,0.0,1.226208482283027,0.0,0.0,1.5694351813614287,0.0
203,0.0,27.631708968361547,0.0,0.0,395.0829931444753,0.0,0.0,0.0,0.0,77.8096618940451,0.0,341.55523798130963,0.0,0.0,0.0,0.0,56.237553467130866,19.655259882438376,0.0,305.53906034172627,67.74773575416543,0.0,511.2247347900239,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,233.18356507457193,1.2458614490093511,0.0,0.0,316.73749044118324,11.919288386146746,32.760303583719406,48.69222720903904,52.128591880140895,109.99157504953065,199.30693516752535,0.0,319.30785070871417,148.08638733995843,0.0,0.0,0.0,0.0,284.96071652985444,0.0,264.41888221347426,306.42077737716704,0.0,85.78518583834328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43105940096724,0.0,0.0,0.0,0.0,17.07429975983576,0.0,0.0,46.61518010267664,43.09932241254339,2.529555976451654,75.12970537957919,119.72980142866429,0.0,0.0,282.2385974138665,100.6412461511037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.128035819766964,52.236677478699924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82927731297994,0.0,80.08759857784872,312.66713086937483,160.1489695462735,0.0,101.17914585046408,0.0,1.0606940276797585,0.0,6.342524157922331,0.0,0.0,0.2542108460079933,0.0
204,0.0,78.45901512038161,0.0,0.0,294.2350296791702,0.00021073279284735777,0.0,0.0,0.0,0.0,0.0,293.9031986633097,174.96627756001732,0.0,54.12207106373083,0.0,0.0,0.0,0.0,79.81628669889926,704.0836661982872,0.0,250.2689787907376,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,104.6111355383938,10.119647018447148,0.0,0.0,219.82834190451374,256.11654022556587,187.26229130941212,52.74061659540829,69.35246595252727,83.40274218236364,255.76886416374796,272.59838992526045,0.0,0.0,0.0,0.0,148.32333462069067,70.24784452038377,197.27424938399542,0.0,0.0,235.36510171649996,70.81033162353069,82.55427839827752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43105940096724,0.0,6.524624642300812e-05,0.0,0.0,31.767577240209576,0.0,0.0,36.214229124650196,58.75383928552095,40.72708846068819,84.56416926033043,108.66472421810681,0.0,0.0,264.0791319684991,41.14463428756178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.93828226360099,52.36726166519091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.04042341648041,318.3099379636174,134.72094273650245,0.0,169.77742229013813,3.0039967107047305,0.0,0.0,4.173766520221696,0.0,0.0,0.5414653251349946,0.0
205,0.0,112.44039923576426,0.0,116.17719888614162,71.90885044826524,0.0,0.0,0.0,0.0,0.0,0.0,253.47754486245844,271.82117394824024,0.0,0.0,0.0,65.01791355298758,0.0,0.0,234.32047515509305,521.3850418940111,0.0,90.86638170174454,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,158.92592352884586,7.310407232665626,0.0,0.0,417.83215118113634,35.06823523961684,68.53613141059687,21.545969226071037,57.817763937255144,79.64242422796265,200.93462970106378,54.91508226909867,0.0,246.7886770017978,292.86872807476965,0.0,13.085869658110592,36.17281407071694,248.4040037035143,0.0,145.56664708225003,163.57461363619876,167.11366485923966,109.22821137436323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43105940096724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.701482179863746,83.55696065377832,11.049838089718891,117.86968194694315,0.0,223.35693986744909,0.0,207.0771953311919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.722647785517049,17.432914497828136,108.16724156679788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3004181194099,0.0,212.24573011425417,76.87040293838159,73.55495428805588,0.0,192.85081798663794,6.724488698216824,0.0,0.0,0.0,0.0,0.0,0.11240910408325881,0.0
206,1.8426399918165406,120.79329014577706,0.0,155.48532049694467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.7484267076734,4.55730755850985,35.46809084523659,0.0,0.0,41.408093289708425,258.03657195853856,40.206677143154465,307.02841585401643,0.0,280.08106416355406,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,71.37661788134349,1.6189708367584632,0.0,0.0,492.90065091984775,27.572153894089666,207.62571432342128,0.0,166.96102091459784,0.0,0.0,300.59512619949044,25.385887610442825,137.255650531305,0.0,142.7843716696383,50.25114154805092,73.2527013328188,204.91205105970195,178.5371080559925,0.0,352.3842803882527,0.0,0.0,4.401023712962551,0.0,0.0,0.0,0.0,0.0,0.09714869403991669,25.431511018964418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.701482179863746,0.0,0.0,56.58347299132438,195.3257638512346,0.0,0.0,276.5505673779109,101.97103173791352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.22506470918787,12.114865550973366,0.0,0.0,26.822230963299535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.42799319567257,45.02412766031598,1.1970003697267964,0.0,344.10402617828817,104.0731605612563,0.0,85.69782665312844,0.0,1.0841317366443337,0.0,6.2397900429533,0.0,0.0,0.36820988674452737,0.0
207,2.0914323857337918,120.34932086706655,0.0,155.84980764512432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.3347733574584,4.310961809134207,34.92637066600786,0.0,0.0,42.045559910719135,257.3724822052864,41.529302041449064,303.67187114682315,0.0,281.6103048984194,0.0,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,71.05104120931422,1.6286028223383384,0.0,0.0,493.328347433869,28.905837257607025,206.6469434050495,0.0,167.31521750628423,0.0,0.0,298.3892752792092,27.749967064514156,135.72382441741647,0.0,143.48333635597572,50.12469192889964,73.12476198433377,205.66337868934082,178.9043050462924,0.0,344.1692983680031,0.0,2.958208912481808,4.090701215216112,0.0,0.0,0.11257249555053946,0.0,8.439601821417309,0.0,21.9354382323768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.701482179863746,0.0,0.0,58.00544643572094,195.34406733900462,0.0,0.0,276.06731472102956,100.8831594968132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.93017714368071,12.064658741600681,0.0,0.0,27.401989513097664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.54441819436262,44.98446116213843,0.0,0.0,344.139384522857,104.29807653504045,0.0,86.6263618081963,0.0,1.040647525466171,0.0,6.3077977972854,0.0,0.0,0.3626673874120049,0.0
208,4.929611325668092,19.639183074109752,0.0,15.70326608680515,382.1787114448409,0.0,0.0,0.0,0.0,0.0,18.06791320603889,0.0,264.5429614097509,214.51733428603652,233.04486155245226,0.0,5.43313226619242,119.42812414645344,286.85373092940273,0.0,0.0,42.26607227072969,343.2935349857617,57.89242932161209,0.0,0.0,0.0,0.0,42.35992302533906,0.0,0.0,0.0,173.4662022807361,3.3173619321042302,0.0,0.0,470.97854141420794,61.1001860983121,0.0,0.0,91.68794433961747,0.0,0.0,316.97050099871586,321.03167112277475,16.915080443489437,0.0,56.713749384231605,23.289618209848136,93.70353206560404,150.21532280526594,298.56455664494723,0.0,151.3801162603369,0.0,30.249264598193083,26.28318720801252,0.0,0.0,0.0,0.0,2.0011391471207958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.701482179863746,27.20449179157953,40.378874167149476,109.17401836077715,219.5756756113054,0.0,0.0,173.61086689276462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.18364598369509,0.0,0.0,75.80478854776264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1651742770159,0.0,0.0,0.0,309.83922031178446,136.0448649256212,0.0,209.68277581579537,0.0,4.522843091541299,0.0,0.0,0.0,1.9982957212283057,0.6556421946810131,0.0
209,0.0,0.0,167.9747962579407,169.4560631366683,0.0,0.0,0.0,0.0,0.0,0.0,62.594722008138405,334.82034625385944,0.0,125.8495498294459,0.0,0.0,0.0,232.538287956701,0.0,0.0,151.08306479190307,369.21811756894294,78.64676212646027,70.6596191817779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.50603112409493,0.0,0.0,0.0,436.8833845114425,0.0,134.0983925508366,77.50303436451735,156.72395335779197,0.0,211.0974528404129,145.65501426327913,79.05380196228113,0.0,222.46893230823693,0.0,65.74856865056094,17.472009521064074,0.0,0.0,670.05212384952,0.0,0.0,106.90629825783179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3316625892946903,0.0,82.48527391281144,0.0,0.0,0.0,22.69975164218447,0.0,0.0,240.7390247788272,0.0,136.90288321518787,38.13175360971665,159.4221329619272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.932343071361093,38.20384292974259,0.0,0.0,0.0,0.0,0.0,20.075762576759228,0.0,14.081729001210633,0.0,0.0,0.37349198463429656,0.0,2.5242088545613823,0.0,6.08343815189765,54.00478571436232,0.0,381.9897149086703,0.0,351.55532287469487,0.0,0.0,0.0,0.5913947273773834,0.0,7.618896380837642,0.0,2.9680339186674694,0.0
210,0.0,0.0,143.64238716390307,193.78847223070574,0.0,0.0,0.0,0.0,0.0,0.0,78.4377056842467,319.2459758403451,0.0,125.28546197799835,0.0,0.0,0.0,241.28661957302663,0.0,0.0,145.88228176635883,373.08560887889337,42.0951291648478,80.85051664527478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.38262059621383,0.0,0.0,0.0,435.66723674244565,0.0,122.41334320395845,82.82000997776217,156.1641559406153,0.0,187.0330003630351,142.87738471178727,69.23904765866361,0.0,281.04981537364915,0.0,59.313293612417255,7.520600761940273,34.503754714337724,0.0,679.1383364202237,0.0,0.0,89.11648714261985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991646032918761,0.0,81.72860456081517,0.0,0.0,0.0,28.872162038753835,0.0,0.0,236.00880114292127,0.0,132.9094090649631,32.12607541759257,162.12011747175143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.624071440162858,47.59115190474003,0.0,0.0,0.0,0.0,0.0,18.214079421836118,0.0,13.14829116440709,0.0,0.0,0.6436723872910016,5.48895870951478,2.291871126491729,0.0,14.617515913322837,43.01880906816347,0.0,387.39893869486383,0.0,341.8609472661428,0.0,0.0,0.0,0.5185454430999131,0.0,7.779461713882188,0.0,2.8881083966174934,0.0
211,0.0,83.43164228696678,93.14569868199852,85.89672594186393,0.0,0.0,57.51346469743693,0.0,0.0,0.0,222.06363470231875,235.2797906213199,0.0,0.0,0.0,0.0,0.0,45.96075196754837,0.0,0.0,270.3652456538087,411.29280479675555,286.6063766648654,112.52980332010699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.05648040174096,0.0,14.257056325394286,0.0,244.5531001184262,82.5495798154755,167.09479382483778,103.48468606500275,142.91955446938945,0.0,138.06099707885144,277.586850519669,199.00101692555904,0.0,0.0,0.0,0.0,102.64244755657187,0.0,0.0,756.4523247314985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.24431914007873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.17655350943696,0.0,136.4984573930803,0.0,196.68041907672907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.46496712115865,0.0,0.0,0.0,14.852169036823854,0.0,0.0,0.0,11.034978595110728,26.943959065252983,0.0,0.0,0.06556264355331905,2.6576052311318246,36.77279026904322,47.845902417869674,23.054831983217863,0.0,322.1019293473105,0.0,301.05811374731513,0.0,0.0,0.0,0.0,0.0,9.772290483526989,0.0,1.2483004912728983,0.0
212,0.0,141.1395170383334,127.40181618280315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.50431195941596,304.18169730582616,0.0,150.48057372263273,0.0,0.0,0.0,14.695917565648328,33.53974677320236,0.0,199.8973626571283,157.92460605284728,428.8256392555374,208.64224175046766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.10202778557104,0.0,0.0,0.0,356.56917005332923,167.1046899038767,38.373958690846045,0.0,112.38291059814594,49.13763219431469,112.015005888394,350.25970025383924,19.440229942166255,0.0,86.14267650233775,0.0,0.0,0.0,113.005465101077,0.0,777.9228485290467,0.0,31.624043407690806,4.53934501630261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.650469628476522,0.0,0.0,0.0,75.54579287555906,0.0,0.0,0.0,58.132910434743934,0.0,0.0,236.66338362719574,0.0,13.721850860876202,0.0,200.24086276124626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.780930601302979,59.2000278372084,0.0,0.0,0.1311756632535452,0.0,0.0,0.0,0.0,8.669445316631831,0.0,39.86522645439982,1.2361519429650258,0.0,1.5825506772594014,0.0,63.963999260272814,26.299732834262407,0.0,304.34892947405734,137.1650366487213,241.4937692709608,0.0,0.0,0.0,0.0,0.0,9.39514383052414,0.0,1.7235052740564896,0.0
213,0.0,74.08006123186819,106.82683476852196,61.61150796168557,78.33910707660611,0.0,0.0,0.0,0.0,0.0,0.0,288.38515861275556,0.0,269.9283205219391,0.0,38.15013014423166,0.0,19.50971170521698,141.71894568328858,0.0,513.9973226672048,0.0,0.0,189.32978948487911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.14287000651724,0.0,181.11811996344176,0.0,119.76610987870231,185.07139679017405,194.01232302136356,0.0,9.833758747045758,133.041996426198,0.0,219.83507835208798,315.4372956439264,0.0,115.82234152805601,0.0,168.38750747774927,46.17060437132469,0.0,0.0,408.18858752984755,0.0,171.93684554024347,40.04497547272809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.24431914007873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.1940031328182,97.06135835798574,175.10867441672235,0.0,127.5934524940009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.5133138003704,0.0,0.0,0.0,9.939753291253211,0.0,37.92382929366308,0.0,0.9419655003794484,1.7842355531902643,30.767917571669,7.66311244890811,119.21480309436113,80.7632448071042,217.47101205015883,0.0,214.9157499937644,18.659009619358585,0.0,0.0,0.0,0.0,7.791787191786653,0.0,3.7437346388657224,0.0
214,0.0,0.0,0.0,0.0,449.90781252614505,0.0,0.0,0.0,0.0,0.0,94.2291789180583,0.0,249.89003717158917,284.1634389015483,0.0,38.11221123816517,0.0,19.728365036228947,46.17564781820019,306.6850818006546,323.64595835568207,187.37881134214643,0.0,40.270710619441076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.08961764701024,0.0,288.6742999311745,0.0,314.88706984079795,20.523412950128833,221.65382093821393,0.0,0.0,359.26850249878555,0.0,0.0,0.0,105.6123866045562,103.9154805912239,188.66853755839094,117.68433361075175,0.0,74.15053088911723,0.0,239.09439358834192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.61079785019683,0.0,0.0,0.0,70.6205084081077,0.0,190.65603384723926,0.0,17.541149582402568,0.0,208.07876079626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.005969183889684,0.0,80.50228539882215,10.338007461149768,0.0,0.0,27.00444196613695,0.0,6.864803845017432,0.0,0.0,0.569569037828245,0.0,1.462531237198436,27.36144767721645,0.0,116.93568485764968,20.50283275582038,302.75716626984325,0.0,271.70536459442786,0.0,0.0,0.0,0.0,0.0,10.060209693464683,0.0,0.8855222867514038,0.0
215,0.0,0.0,0.0,0.0,449.90781252614505,0.0,0.0,0.0,0.0,0.0,247.06797971305284,43.517222950841244,0.0,225.3591602106667,0.0,56.10476735945927,0.0,0.0,12.026922444411852,177.4515300936188,482.82913935416656,182.40180806480512,0.0,111.73921210828355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.04811428217414,0.0,412.38292136603883,0.0,41.36702953068036,47.01605505974299,202.2907034783206,0.0,0.0,372.7973799927388,0.0,0.0,203.98776888605528,0.0,95.24240391981071,217.8670432199988,0.0,54.659410465180535,41.56964124290502,0.0,330.37807461593553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0631233180148327,0.0,0.0,126.27823888236568,0.0,0.0,0.0,41.15088602441269,0.0,237.65924043705724,16.003408170762082,7.518049698030623,0.0,198.282611639339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.625510087538,0.0,0.0,85.4280710666332,0.0,0.0,7.895963860257752,16.350641230174666,5.338044872768913,0.0,0.0,0.5873726737216088,0.21444748739121472,1.2808558515767183,70.66111619834268,0.0,56.06293051323437,0.0,360.46613422982887,0.0,249.1037142509895,0.0,0.0,0.0,0.0,0.0,9.506907534384354,0.0,1.5826830071926192,0.0
216,0.0,0.0,0.0,186.7417361163941,200.9188310376196,0.0,0.0,0.0,0.0,0.0,0.0,346.5249089382107,0.0,232.71888440939875,0.0,0.0,0.0,85.21589495284742,262.4383754255443,48.308473770598646,166.75509656023144,258.41003770845225,0.0,67.17520448901008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.1429957313726,0.0,52.06306911141728,30.604312763672834,242.33575255843115,0.0,0.0,135.77384854377652,0.0,0.0,480.918912585099,23.133871334265095,0.0,174.70513530082115,173.7247219743333,0.0,239.3608678660708,0.0,0.0,100.85448504097509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.47277707373691,0.0,3.2994548408831292,0.0,0.0,0.0,0.0,0.0,0.0,19.105278299824757,0.0,55.87950159671916,285.317383639573,134.53367710627305,0.0,153.08927992357616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.037116005752882,0.0,68.22947081068963,1.5227408864808911,3.9836329800518935,0.0,22.43165710031331,0.5343643140862123,11.301644891373213,0.0,0.0,1.266244105558924,0.0,1.349287380102647,58.63436459962373,0.0,95.24662304102691,109.04474106902806,95.94869260814698,0.0,287.7113807561064,39.165193647742385,0.0,0.0,0.0,0.0,9.369747414976358,0.0,1.7555047576466942,0.0
